id,kode_paket,kode_rup,tahun_anggaran,nama_instansi,satuan_kerja,nama_penyedia,nama_paket,total_nilai,nilai_pdn,sumber_transaksi,sumber_dana,metode_pengadaan,jenis_pengadaan,status_paket,created_at,updated_at
1775,3338373,41660285,2023,KAB. MANDAILING NATAL,SEKRETARIAT DPRD KABUPATEN - 4.02.0.00.0.00.27.0000,CV. DAME LANGGENG,Belanja Pakaian Dinas dan Atribur Pimpinan dan Anggota DPRD - Pakaian Dinas Lengan Panjang,79476000,79476000,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1776,2787373,41023192,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. KARYA TIGA PRATAMA,Pembangunan Ruang Laboratorium Ilmu Pengetahuan Alam (IPA) Beserta Perabotnya SMP Negeri 1 Lembah Sorik Marapi,492453531,492453531,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1777,4101714,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Ampisilin/Ampicillin injeksi 1000 mg (i.v),9.0E+5,9.0E+5,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1778,3466373,41341680,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. BERSAMA,Rehabilitasi Jalan Lingkungan di Jalan Siti Khodijah di Desa Gunung Tua Lumban Pasir Kec. Panyabungan,1.4277E+8,1.4277E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1779,3414373,41667212,2023,KAB. MANDAILING NATAL,DINAS PERDAGANGAN - 3.30.3.31.0.00.25.0000,cv. bugis nauli,Pengecetan dan Rehabilitasi Pasar Kotanopan Kecamatan Kotanopan,79747000,79747000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1780,8300773,45589099,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Elsyahfi Calibratech Mandiri,INFUSION PUMP,8525000,8525000,E-Katalog 5.0,APBDP,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1781,4787288,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Amoksisilin/Amoxicillin/Amoxicillin Trihydrate sirup/suspensi kering 125 mg/ 5 ml,208800,208800,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1782,3242373,40815608,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. FAMILY ARTA GRAHA MANDIRI,Rehabilitasi Jaringan Irigasi Bondar Saba Padang Desa Gunung Tua Julu Kec. Panyabungan,1.1850E+8,1.1850E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1783,3672373,40966304,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. MAYSAH PERMATA,Jasa Konsultan Pengawasan Pembangunan Ruang Guru SMP (DAU),4.995E+7,4.995E+7,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1784,2893373,44142241,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV.RIZKI KARYA,Pembangunan Gudang Arsip Dinas Pendidikan dan Kebudayaan Kab. Mandailing Natal,374540344,374540344,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1785,3488246,41223459,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. NATANGKANG CERDAS UTAMA,Magnet U,1.025E+7,1.025E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1786,4138550,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. SATORIA ANEKA INDUSTRI,Glukosa larutan infus 10% 500 mL,4.175E+7,4.175E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1787,3774373,45589260,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. MARGA BHUANA JAYA,Review Master Plan Pembangunan RSUD Panyabungan Pada RSUD Panyabungan di Panatapan,49644750,49644750,Non Tender,APBDP,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1788,3887402,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Kimia Farma Tbk,Metoclopramide hydrochloride (HCl)/ Metoclopramide/ Metoklopramid tablet/kapsul/kaplet 10 mg,5.60E+6,5.60E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1789,8092016,45547878,2023,KAB. MANDAILING NATAL,BAGIAN HUKUM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0003,MY ICON TECHNOLOGY,TKDN ASUS P1412CEA ID EK3420W - I3 1115G4 4GB 256SSD 14 FHD W11 GREY - 4gb256 SSD Non Bundle,4.160E+7,4.160E+7,E-Katalog 5.0,APBDP,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1790,3972543,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Phapros Tbk,Aminofilin/Aminophylline inj 24 mg/ml,652680,652680,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1791,3528267,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.MEGA PRATAMA MEDICALINDO,Total Cholesterol Test Strip,3.7614E+8,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1792,2829373,40966377,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,KALI JERUK,Pembangunan ruang laboratorium komputer beserta perabotnya SD Negeri 041 Tanjung Sialang,2.1220E+8,2.1220E+8,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1793,5041924,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Propylthiouracil/ Propiltiourasil tablet/kapsul/kaplet 100 mg,1416000,1416000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1794,3383373,41341715,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. AL-MAIRI,Pembangunan/ Rehabilitasi Jalan Lingkungan di Desa Saba Padang Kec. Huta Bargot,1.1200E+8,1.1200E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1795,6667855,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Interbat,Tramadol Injeksi 50 mg/ml,1.50E+6,1.50E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1796,3976772,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.INFION,CIPROFLOXACIN 500 MG,45668000,45668000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1797,6388752,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT BINABAKTI NIAGAPERKASA,Laryseal Clear (038-94-330),324000,0,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1798,8152867,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Paracetamol/ Parasetamol tablet/kapsul/kaplet 500 mg,61258200,61258200,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1799,3663373,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. KARYA DAVIN NUSANTARA,Belanja Obat-Obatan-Obat,8.475E+7,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1800,7209390,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,MELOXICAM 15 mg TABLET @ 100,9.0E+5,9.0E+5,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1801,4787288,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Lorazepam tablet/kapsul/kaplet 2 mg,2.42E+6,2.42E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1802,7464577,44311131,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. ANDALAS PROSPEK INDONESIA,AMBULANCE MITSUBISHI L300 DELUXE PLUS,1.11400E+9,1.11400E+9,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1803,4963345,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Phapros Tbk,Fitomenadion/ Phytomenadione/ Phytomenadion (Vitamin K1) injeksi 2 mg/ml,449550,449550,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1804,8228230,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.TOP POINT MEDICAL,TP Surgical Mask Earloop,5197500,5197500,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1805,3625647,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Hexpharm Jaya Laboratories,Lansoprazole/ Lansoprazol tablet/kapsul/kaplet 30 mg,1.190E+7,1.190E+7,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1806,4167780,43463664,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. AULIA RIZKI PRATAMA,Bibit / Benih Tomat,2.070E+7,2.070E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1807,3149373,40402776,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. RAJAWALI ENGINEERING CONSULTANT,Penyusunan Study Kelayakan IPLT,9.900E+7,9.900E+7,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1808,6442728,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Karbamazepin tablet/kapsul/kaplet 200 mg,2118000,2118000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1809,3527672,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Safelock Medical,Nasal Cannula Anak,10647450,10647450,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1810,3960092,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Hexpharm Jaya Laboratories,Alopurinol/Allopurinol tablet/kapsul/kaplet 100 mg,1.020E+7,1.020E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1811,8078344,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Ondansetron hydrochloride (HCl)/ Ondansetron HCl dihydrate /Ondansetron tablet/kapsul/kaplet 8 mg,7.68E+6,7.68E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1812,2801373,40966386,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. PUTRA BARINGIN GROUP,Pembangunan ruang laboratorium komputer beserta perabotnya SD Negeri 114 Pagaran Sigatal,217030807,217030807,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1813,4782308,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Indofarma (Persero) Tbk,Amlodipine 10 mg,1.23E+6,1.23E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1814,3467373,41733238,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,CV. RENDER CONSULTANT,Belanja Jasa Konsultan Pengawasan,49605900,49605900,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1815,3669373,44142243,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. SILVA PRIBADI UTAMA,Pembangunan Gedung Kantor Korwil XI Dinas Pendidikan,199300017,199300017,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1816,3725373,44503106,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. AULIA RIZKI PRATAMA,Pembangunan Rumah Tahanan BNN,199047000,199047000,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1817,3624741,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Inti Anugrah Husada,Desinfektan 500 ml,8.100E+7,8.100E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1818,7609109,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Amarox Pharma Global,Sitagliptin Tablet salut selaput 100 mg,1.96E+6,1.96E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1819,3488542,41023244,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. NATANGKANG CERDAS UTAMA,Garputala,25338000,25338000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1820,3626373,44142246,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. CENTRAL GRAFIKA PRINT,Rehabilitasi Kantor Dinas Pendidikan Korwil I,155500005,155500005,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1821,3458737,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Phapros Tbk,Asam asetilsalisilat (asetosal/acetosal) tablet sal enterik/kaplet salut enterik 100 mg,4.8E+5,4.8E+5,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1822,3494373,40966431,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. WIKASA,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 144 Longat,1.4160E+8,1.4160E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1823,3623373,44105215,2023,KAB. MANDAILING NATAL,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.06.0000,CV. MAYSAH PERMATA,Belanja Jasa Konsultan Pendataan Infrastruktur Terdampak Bencana Wilayah III,99622000,99622000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1824,2795373,41023185,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. INOVASI GEMILANG,Pembangunan Ruang UKS Beserta Perabotnya SMP Negeri 1 Batang Natal,2.3484E+8,2.3484E+8,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1825,3977538,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,P.T. Dexa Medica,Kaptopril/ Captopril tablet/kapsul/kaplet 25 mg,1.260E+7,1.260E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1826,8128934,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,P.T. Dexa Medica,Cetirizine hydrochloride(HCl)/ Cetirizine/ Setirizin tablet/kapsul/kaplet 10 mg,981060,981060,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1827,7211462,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Ciprofloxacin hydrochloride(HCl)/ Ciprofloxacin Lactate/ Ciprofloxacin/ Siprofloksasin inf 2 mg/ml,5512500,5512500,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1828,3593373,40941352,2023,KAB. MANDAILING NATAL,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.20.0000,CV. KOTAMA,Belanja Pakaian PASKIBRA,136052000,136052000,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1829,3647373,40966244,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. PUTRA PRATAMA,Pembangunan Perpustakaan SD Negeri 235 Patahajang,199499997,199499997,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1830,8078757,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 10 mg,2415000,2415000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1831,3972972,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Mersifarma Tirmaku Mercusana,Antasida tablet kunyah,11385000,11385000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1832,3666373,41023214,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. SILVA PRIBADI UTAMA,Pembangunan Paving Block SMP Negeri 2 Panyabungan,99700002,99700002,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1833,6968064,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Kimia Farma Tbk,Fenobarbital/ Phenobarbital tablet/kapsul/kaplet 30 mg,95500,95500,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1834,8156028,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Kimia Farma Tbk,Antasida tablet kunyah,6.90E+6,6.90E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1835,3698373,41546363,2023,KAB. MANDAILING NATAL,DINAS PERIKANAN - 3.25.0.00.0.00.21.0000,CV. ANUGRAH KARYA ABADI,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,7.335E+7,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1836,3557373,41660197,2023,KAB. MANDAILING NATAL,SEKRETARIAT DPRD KABUPATEN - 4.02.0.00.0.00.27.0000,CV. Alfarizi jaya abadi,Pengecetan Gedung Kantor DPRD Kabupaten Madailing Natal,1.9841E+8,1.9841E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1837,3582373,40966427,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. PANGALAIS,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 368 Kampung Sawah,1.4020E+8,1.4020E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1838,3719373,45244025,2023,KAB. MANDAILING NATAL,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.30.0000,CV. KREASI KENANGA,Belanja Modal Mebel,66677700,0,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1839,3667373,44142239,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. SILVA PRIBADI UTAMA,Pembangunan Gedung Kantor Korwil VIII Dinas Pendidikan,199045246,199045246,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
