nama_paket;pagu;jenis;tahun;kategori;metode;bulan;lokasi;instansi;nomor_id
Belanja Makanan dan Minuman Rapat;10400000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;66769982
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;1071250;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66176288
Belanja Suku Cadang Suku Cadang Alat Angkutan;1142800;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175648
Belanja Makanan dan Minuman Rapat;10050000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66174610
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;11240600;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175217
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;12234000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66176325
Belanja Modal Peralatan dan Mesin BLUD;452436000;Barang;2026;Usaha Kecil Koperasi;E Purchasing;March 2026;Mandailing Natal;RUMAH SAKIT UMUM DAERAH PANYABUNGAN;66334464
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;17801000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS TENAGA KERJA;66027992
Belanja Bahan Bahan Baku;6880000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS TENAGA KERJA;66027934
Belanja Natura dan Pakan Natura;1677000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN SINUNUKAN;65546106
Belanja Makanan dan Minuman Rapat;12450000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN SINUNUKAN;65546107
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;250000;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;KECAMATAN TAMBANGAN;65591613
Belanja Barang untuk Dijual Diserahkan kepada Pihak Ketiga Pihak Lain;15848250;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN SIABU;65481023
Belanja Natura dan Pakan Natura;1032750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN SIABU;65479873
Belanja Makanan dan Minuman Rapat;5235000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN SIABU;65480142
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2548950;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;65671054
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;4239400;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;65671057
Belanja Makanan dan Minuman Rapat;340000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;65671074
Belanja Pakaian Batik Tradisional;6800000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;65671039
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;310500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;66473032
Belanja Makanan dan Minuman Rapat;230500000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;66473189
Belanja Obat Obatan Obat Obatan Lainnya;39750000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;66473188
Belanja Modal Mebel;4184000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667503
Belanja Modal Peralatan Permainan;7557450;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667504
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;4993450;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667074
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;4243250;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667051
Belanja Makanan dan Minuman Rapat;1000000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667383
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2960650;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN BUKIT MALINTANG;65337519
Belanja Bahan Bahan Bangunan dan Konstruksi;2789000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN BATAHAN;65329371
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;24370150;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;66827314
Belanja Makanan dan Minuman Aktivitas Lapangan;15600000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;66827245
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;5282750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU;66827312
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;66033000;Barang;2026;Usaha Kecil Koperasi;E Purchasing;January 2026;Mandailing Natal;DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL;66841456
Belanja Modal Personal Computer;86985400;Barang;2026;Usaha Kecil Koperasi;E Purchasing;January 2026;Mandailing Natal;DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL;66116339
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;4136950;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;66359846
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;334500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;66359651
Belanja Alat Bahan untuk Kegiatan Kantor  Bahan Cetak;5765400;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;66359857
Penyediaan  Kabel Twisted SR Meterisasi Lampu Penerangan Jalan Umum untuk 10.000 Meter;236000000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PERHUBUNGAN;66985703
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;7760500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974813
Belanja Bahan Bahan Lainnya;40552750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974812
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;42690850;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974823
Belanja Natura dan Pakan Natura dan Pakan Lainnya;165827800;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974816
Belanja Alat Bahan untuk Kegiatan Kantor  Alat Tulis Kantor;5023500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PERPUSTAKAAN DAN KEARSIPAN;66904902
Nasi Bungkus;5100000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN;66409202
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;7760500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974813
Belanja Bahan Bahan Lainnya;40552750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974812
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;42690850;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974823
Belanja Natura dan Pakan Natura dan Pakan Lainnya;165827800;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974816
Belanja Modal Komputer Unit Lainnya;15425650;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DPRD;66263848
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;111522000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DPRD;66263638
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;4126500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DPRD;66263950
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2201400;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DPRD;66264024
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;79990400;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DPRD;66263653
Belanja Bahan Bahan Lainnya;1400000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;66972185
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;32929450;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS LINGKUNGAN HIDUP;67018635
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;21996750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS LINGKUNGAN HIDUP;67020740
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;345600;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS LINGKUNGAN HIDUP;67018597
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Rumah Tangga Alat Dapur;5499600;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;64561685
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;40000000;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;64562697
Belanja Makanan dan Minuman Rapat;338000000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN UMUM;64228329
Belanja Natura dan Pakan Natura;49996350;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN UMUM;64228547
Belanja Modal Alat Pembersih;12854700;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN UMUM;64228527
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;24425550;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN PENDAPATAN DAERAH;64677051
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;17649050;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERDAGANGAN;65153584
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;12290550;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERDAGANGAN;65153037
Belanja Modal Mebel;1722300;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERDAGANGAN;65152882
Belanja Makanan dan Minuman Rapat;23400000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERDAGANGAN;65153040
Belanja Pakaian Dinas Lapangan (PDL);19023000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERDAGANGAN;65152111
Belanja Natura dan Pakan Natura;580000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERDAGANGAN;65153038
Belanja Makanan dan Minuman Rapat;36432000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;BAGIAN HUKUM;65524425
Belanja Natura dan Pakan Natura;3442500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;64961008
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;21147150;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;64961173
Belanja Suku Cadang Suku Cadang Alat Angkutan;5070600;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;64961140
Belanja Makanan dan Minuman Rapat;2550000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;64960976
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Bermotor Penumpang;37110000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERHUBUNGAN;65512287
Belanja Bahan Bahan Bakar dan Pelumas;5603400;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;February 2026;Mandailing Natal;DINAS PERHUBUNGAN;65512337
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;23827750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERHUBUNGAN;65511255
Belanja Bahan Bahan Bakar dan Pelumas;7839100;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS KETAHANAN PANGAN;64963601
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;47444400;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KETAHANAN PANGAN;64963751
Belanja Bahan Bahan Bibit Tanaman;32842500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KETAHANAN PANGAN;64963752
Belanja Natura dan Pakan Natura;1879500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN ADMINISTRASI PEMBANGUNAN;65336988
Belanja Natura dan Pakan Natura;1677000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;65157709
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;4015000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;65157714
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;9463800;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;65157832
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;15906350;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA;65157888
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;73474650;Barang;2026;Usaha Kecil Koperasi;E Purchasing;February 2026;Mandailing Natal;DINAS PERTANIAN;65654478
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;2365200;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERTANIAN;65654946
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;137451900;Barang;2026;Usaha Kecil Koperasi;E Purchasing;February 2026;Mandailing Natal;DINAS PERTANIAN;65654572
Belanja Makanan dan Minuman Rapat;9828000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERTANIAN;65654947
Belanja Obat Obatan Obat Obatan Lainnya;1362550;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERTANIAN;65654439
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;260000;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;KECAMATAN LEMBAH SORIK MARAPI;65545012
Belanja Natura dan Pakan Natura;1309750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN LEMBAH SORIK MARAPI;65545519
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1857150;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PARIWISATA;66227107
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2358000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PARIWISATA;66227842
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;4116000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PARIWISATA;66227150
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;5722700;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PARIWISATA;66227122
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;7124400;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PARIWISATA;66227866
Belanja Makanan dan Minuman Rapat;8320000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PARIWISATA;66227914
Belanja Modal Peralatan dan Mesin BLUD;54993600;Barang;2026;Usaha Kecil Koperasi;E Purchasing;March 2026;Mandailing Natal;RUMAH SAKIT UMUM DAERAH PANYABUNGAN;66336292
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2095050;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66173751
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2827850;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175497
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;6117000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175526
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;6541000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66173680
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;6932600;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66173847
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;8127200;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175281
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;8529750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175216
Belanja Makanan dan Minuman Rapat;9917000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175090
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;10489500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66176299
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;12704000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66174662
Belanja Bahan Bahan Bakar dan Pelumas;13175000;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175643
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;38432000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN ULU PUNGKUT;65593148
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;3029400;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN ULU PUNGKUT;65593235
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;5692500;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERIKANAN;66415530
Belanja Natura dan Pakan Natura;1425000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERIKANAN;66415531
Belanja Makanan dan Minuman Rapat;4680000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;66729295
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1296800;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;66729436
Belanja Bahan Bahan Baku;810750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;66729273
Belanja Bahan Bahan Bibit Tanaman;2007900;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667495
Belanja Bahan Bahan Bakar dan Pelumas;15000000;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65666971
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;10293750;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667048
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;6998900;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667063
Belanja Modal Pompa;2500050;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65667501
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;2701000;Barang;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN HUTABARGOT;65467441
Belanja Bahan Bahan Bakar dan Pelumas;13175000;Barang;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;66175643
